# QUICKBOOKS PREMIUM FINANCIAL EXPORT
# Export Date: 2026-05-20
# Scope: 5-Year Historical Startup PnL Ledger

Transaction_ID,Date,Category,Sub_Category,Amount,Entity,Status,Payment_Method,Notes,System_Flag
TXN-102843,14/10/2028,Payroll,Health Insurance Premiums,-13448.06,Internal Payroll Processing,PENDING,Wire Transfer,Quarterly marketing spend optimization,VALID
TXN-102844,10/15/2028,Legal,Retainer Fees,"$-14,136.90",Kramer Legal Group,Settled,Wire Transfer,,VALID
TXN-102845,2028-10-16,Opex,Software Licenses,-282.18,Slack Technologies,Cleared,Credit Card,Quarterly marketing spend optimization,VALID
TXN-102846,NULL, Payroll,Bonuses & Incentives,"$-8,607.33",Internal Payroll Processing,Cleared,ACH Transfer,Patent filing expense itemized,VALID
TXN-102847,2028-10-18,Opex,Cloud Infrastructure,"$-1,699.66",Slack Technologies,Failed,ACH Transfer,Bi-weekly company payroll run,VALID
TXN-102848,19/10/2028,Revenue,Enterprise License,1087.7,Wayne Enterprises Inc.,Settled,PayPal,Contract negotiation retainer fee,VALID
TXN-102849,10/20/2028,Payroll,Contractor Fees,-8888.95,Internal Payroll Processing,Processing,,Quarterly marketing spend optimization,ERR_$$__CRITICAL!
TXN-102850,2028-10-21,Opex,Software Licenses,$-207.58,Zoom Video,Settled,,Quarterly marketing spend optimization,VALID
TXN-102851,2028-10-22, Revenue,Ad-hoc Consulting,"$1,003.32",Acme Corp Inc.,Reversed,Check,Patent filing expense itemized,VALID
txn_102852,10/23/2028,Revenue,Enterprise License,109.97,Stark Industries Inc.,Cleared,Wire Transfer,Patent filing expense itemized,VALID
TXN-102853,2028-10-24,Opex,Cloud Infrastructure,"$-1,922.71",Ironclad Legal,Settled,Check,Bi-weekly company payroll run,VALID
TXN-102854,2028-10-25, Opex,Marketing Campaigns,"$-1,997.40",Google Suite,Failed,Check,Q1 infrastructure compute charge,VALID
TXN-102855,2028-10-26,Opex ,Cloud Infrastructure,"$-1,105.20",Google Suite,Failed,Check,Quarterly marketing spend optimization,VALID
TXN-102856,2028-10-27,Opex ,Marketing Campaigns,$-283.97,OpenAI API,Processing,Wire Transfer,Patent filing expense itemized,VALID
TXN-102857,2028-10-28,Opex ,Software Licenses,$-150.88,OpenAI API,Processing,,,VALID
TXN-102858,10/29/2028,Revenue,SaaS Subscriptions,196.57,Initech Inc.,Processing,PayPal,Monthly recurring revenue billing,VALID
TXN-102859,2028-10-30,Legal,IP Filing Fees,-3804.03,Kramer Legal Group,settled,Credit Card,,ERR_$$__CRITICAL!
TXN-102860,10/31/2028,Payroll,Contractor Fees,"$-9,871.26",Internal Payroll Processing,Failed,PayPal,Contract negotiation retainer fee,VALID
TXN-102861,2028-11-01,Payroll,Full-Time Salaries,"$-8,224.49",Internal Payroll Processing,Cleared,Credit Card,Patent filing expense itemized,VALID
TXN-102862,2028-11-02, Opex,Cloud Infrastructure,-186.98,Zoom Video,PENDING,ACH Transfer,Contract negotiation retainer fee,VALID
TXN-102863,11/03/2028,Opex,Cloud Infrastructure,$-397.24,Zoom Video,Settled,ACH Transfer,Contract negotiation retainer fee,VALID
TXN-102864,2028-11-04,Opex,Office Supplies,-1118.53,Google Suite,PENDING,Wire Transfer,Annual team offsite travel reimbursement,VALID
TXN-102865,2028-11-05,Opex ,Software Licenses,-1423.79,OpenAI API,Cleared,Check,Patent filing expense itemized,VALID
TXN-102866,2028-11-06, Revenue,Professional Services,1507.52,Initech Inc.,Failed,,New employee onboarding equipment,VALID
TXN-102867,2028-11-07,Opex,Travel & Entertainment,$-109.20,Deel Payroll,Settled,Check,Annual team offsite travel reimbursement,VALID
TXN-102868,2028-11-08,Payroll,Bonuses & Incentives,"$-7,867.15",Internal Payroll Processing,Processing,,Q1 infrastructure compute charge,VALID
TXN-102869,2028-11-09,Opex ,Cloud Infrastructure,$-391.83,Deel Payroll,Reversed,PayPal,Quarterly marketing spend optimization,VALID
TXN-102870,2028-11-10,Revenue,Ad-hoc Consulting,"$16,177.26",Umbrella Corp Inc.,PENDING,Wire Transfer,Patent filing expense itemized,VALID
TXN-102871,11/11/2028,Payroll,Health Insurance Premiums,-10305.68,Internal Payroll Processing,settled,Wire Transfer,Bi-weekly company payroll run,VALID
TXN-102872,2028-11-12,Legal ,Retainer Fees,"$-5,020.99",Preston & Gates LLP,Processing,Credit Card,Contract negotiation retainer fee,VALID
   ,11/13/2028, Opex,Software Licenses,$-826.20,Google Suite,settled,,Quarterly marketing spend optimization,VALID
TXN-102874,14/11/2028,Revenue,SaaS Subscriptions,"$2,901.34",Umbrella Corp Inc.,Processing,ACH Transfer,Bi-weekly company payroll run,VALID
TXN-102875,2028-11-15,Revenue ,Enterprise License,"$3,992.49",Vehement Capital Inc.,Processing,,New employee onboarding equipment,VALID
TXN-102876,16/11/2028, Opex,Travel & Entertainment,-1808.21,Zoom Video,settled,Check,Annual team offsite travel reimbursement,VALID
TXN-102877,11/17/2028,Revenue,Enterprise License,6155.76,Stark Industries Inc.,Processing,,,VALID
TXN-102878,2028-11-18,Legal,Regulatory Compliance,-14595.12,IP Protection Bureau,Reversed,Credit Card,Q1 infrastructure compute charge,VALID
TXN-102879,2028-11-19,Payroll,Full-Time Salaries,-12001.34,Internal Payroll Processing,settled,Wire Transfer,Annual team offsite travel reimbursement,VALID
TXN-102880,2028-11-20, Opex,Office Supplies,$-816.44,Slack Technologies,PENDING,Check,Quarterly marketing spend optimization,VALID
TXN-102881,2028-11-21,Revenue,Professional Services,10321.41,Acme Corp Inc.,Failed,PayPal,Bi-weekly company payroll run,VALID
TXN-102882,2028-11-22,Payroll,Health Insurance Premiums,-8108.49,Internal Payroll Processing,Cleared,Wire Transfer,Q1 infrastructure compute charge,VALID
TXN-102883,2028-11-23,Revenue ,SaaS Subscriptions,5090.47,Stark Industries Inc.,Settled,PayPal,Annual team offsite travel reimbursement,VALID
TXN-102884,2028-11-24,Legal,Contract Drafting,-655.96,Preston & Gates LLP,Reversed,Credit Card,Annual team offsite travel reimbursement,VALID
TXN-102885,11/25/2028,Legal,Contract Drafting,"$-1,969.80",Preston & Gates LLP,Cleared,Check,Contract negotiation retainer fee,VALID
TXN-102886,2028-11-26,Revenue,Professional Services,"$4,752.43",Stark Industries Inc.,Processing,PayPal,New employee onboarding equipment,VALID
TXN-102887,2028-11-27,Opex ,Office Supplies,-206.99,Google Suite,Processing,,Q1 infrastructure compute charge,VALID
TXN-102888,2028-11-28,Legal ,Regulatory Compliance,-738.52,IP Protection Bureau,Failed,,Annual team offsite travel reimbursement,VALID
TXN-102889,2028-11-29,Payroll,Health Insurance Premiums,"$-10,775.70",Internal Payroll Processing,Processing,Wire Transfer,,VALID
TXN-102890,2028-11-30,Opex,Office Supplies,"$-1,786.84",AWS Cloud Services,Processing,Wire Transfer,Contract negotiation retainer fee,VALID
TXN-102891,2028-12-01,Opex,Software Licenses,-366.48,Zoom Video,Processing,,Contract negotiation retainer fee,VALID
TXN-102892,2028-12-02,Legal,Contract Drafting,"$-4,266.08",IP Protection Bureau,Settled,PayPal,Annual team offsite travel reimbursement,VALID
TXN-102893,2028-12-03,Payroll,Full-Time Salaries,-11296.14,Internal Payroll Processing,Failed,ACH Transfer,Patent filing expense itemized,VALID
TXN-102894,12/04/2028,Revenue,SaaS Subscriptions,"$1,242.77",Wayne Enterprises Inc.,Settled,ACH Transfer,New employee onboarding equipment,VALID
TXN-102895,2028-12-05,Revenue,Ad-hoc Consulting,"$3,644.40",Vehement Capital Inc.,Failed,Check,Bi-weekly company payroll run,ERR_$$__CRITICAL!
TXN-102896,06/12/2028,Payroll,Contractor Fees,"$-11,100.97",Internal Payroll Processing,Settled,Credit Card,,VALID
TXN-102897,2028-12-07, Payroll,Bonuses & Incentives,-11849.39,Internal Payroll Processing,Processing,Credit Card,New employee onboarding equipment,VALID
TXN-102898,2028-12-08,Payroll,Health Insurance Premiums,"$-19,862.38",Internal Payroll Processing,Failed,,Bi-weekly company payroll run,VALID
TXN-102899,2028-12-09, Legal,Contract Drafting,$-594.69,Kramer Legal Group,settled,Check,Q1 infrastructure compute charge,VALID
TXN-102900,2028-12-10,Payroll,Contractor Fees,-16392.53,Internal Payroll Processing,settled,Wire Transfer,Contract negotiation retainer fee,VALID
TXN-102901,2028-12-11,Revenue,SaaS Subscriptions,1560.27,Stark Industries Inc.,Settled,Check,Contract negotiation retainer fee,VALID
TXN-102902,2028-12-12,Opex,Cloud Infrastructure,$-35.04,Google Suite,Processing,Wire Transfer,Q1 infrastructure compute charge,VALID
TXN-102903,2028-12-13,Legal,IP Filing Fees,-4899.35,IP Protection Bureau,Failed,ACH Transfer,,VALID
TXN-102904,2028-12-14,Opex,Software Licenses,-1948.01,Zoom Video,Failed,Check,Q1 infrastructure compute charge,VALID
TXN-102905,12/15/2028,Payroll,Full-Time Salaries,-15733.49,Internal Payroll Processing,PENDING,Wire Transfer,Monthly recurring revenue billing,VALID
TXN-102906,16/12/2028,Payroll,Contractor Fees,-12396.06,Internal Payroll Processing,Cleared,PayPal,Patent filing expense itemized,VALID
TXN-102907,12/17/2028,Payroll,Full-Time Salaries,"$-13,084.33",Internal Payroll Processing,PENDING,,Contract negotiation retainer fee,VALID
TXN-102908,18/12/2028, Opex,Travel & Entertainment,"$-1,015.66",AWS Cloud Services,Settled,Check,Monthly recurring revenue billing,VALID
TXN-102909,19/12/2028, Revenue,Professional Services,2129.54,Initech Inc.,Processing,Wire Transfer,Quarterly marketing spend optimization,VALID
TXN-102910,2028-12-20,Revenue,Professional Services,"$7,940.48",Hooli Inc.,Processing,Wire Transfer,Q1 infrastructure compute charge,VALID
TXN-102911,2028-12-21,Revenue ,Enterprise License,3100.96,Stark Industries Inc.,Cleared,Credit Card,Contract negotiation retainer fee,VALID
   ,2028-12-22,Legal,Contract Drafting,"$-2,536.01",IP Protection Bureau,Cleared,,New employee onboarding equipment,VALID
   ,23/12/2028,Payroll,Bonuses & Incentives,-13001.18,Internal Payroll Processing,Settled,Credit Card,New employee onboarding equipment,VALID
TXN-102914,12/24/2028,Payroll,Contractor Fees,-11107.17,Internal Payroll Processing,Failed,Credit Card,Monthly recurring revenue billing,VALID
TXN-102915,12/25/2028,Opex,Travel & Entertainment,-3232.74,OpenAI API,Processing,Credit Card,Annual team offsite travel reimbursement,VALID
TXN-102916,12/26/2028,Legal,Regulatory Compliance,$-812.37,Preston & Gates LLP,settled,ACH Transfer,Contract negotiation retainer fee,VALID
TXN-102917,NULL,Legal,Contract Drafting,"$-1,696.76",Preston & Gates LLP,Settled,Check,Patent filing expense itemized,VALID
TXN-102918,2028-12-28,Opex,Travel & Entertainment,-756.11,Ironclad Legal,PENDING,Credit Card,Contract negotiation retainer fee,VALID
TXN-102919,2028-12-29,Revenue,Professional Services,"$8,236.42",Hooli Inc.,Reversed,,Annual team offsite travel reimbursement,VALID
TXN-102920,2028-12-30,Revenue,Ad-hoc Consulting,11702.42,Acme Corp Inc.,settled,,Annual team offsite travel reimbursement,VALID
TXN-102921,2028-12-31, Payroll,Contractor Fees,"$-11,172.89",Internal Payroll Processing,PENDING,ACH Transfer,New employee onboarding equipment,VALID
TXN-102922,2029-01-01,Payroll,Contractor Fees,"$-14,822.09",Internal Payroll Processing,Processing,Check,Monthly recurring revenue billing,VALID
TXN-102923,01/02/2029,Payroll,Health Insurance Premiums,"$-13,488.49",Internal Payroll Processing,Processing,PayPal,Annual team offsite travel reimbursement,VALID
TXN-102924,03/01/2029,Legal,Contract Drafting,-1889.88,IP Protection Bureau,Reversed,Wire Transfer,Patent filing expense itemized,VALID
TXN-102925,2029-01-04,Payroll,Contractor Fees,"$-12,574.62",Internal Payroll Processing,PENDING,ACH Transfer,Bi-weekly company payroll run,VALID
TXN-102926,2029-01-05,Revenue,Enterprise License,$484.97,Hooli Inc.,Settled,PayPal,Q1 infrastructure compute charge,VALID
txn_102927,2029-01-06, Payroll,Health Insurance Premiums,-10320.77,Internal Payroll Processing,Processing,Wire Transfer,Bi-weekly company payroll run,VALID
TXN-102928,2029-01-07,Revenue,Enterprise License,2453.77,Wayne Enterprises Inc.,Cleared,Check,Patent filing expense itemized,VALID
TXN-102929,NULL,Legal,Retainer Fees,"$-1,346.44",IP Protection Bureau,Cleared,PayPal,Q1 infrastructure compute charge,VALID
TXN-102930,01/09/2029,Revenue,Professional Services,29459.27,Acme Corp Inc.,Settled,Credit Card,Q1 infrastructure compute charge,VALID
TXN-102931,10/01/2029,Payroll,Bonuses & Incentives,"$-16,038.53",Internal Payroll Processing,Cleared,ACH Transfer,Bi-weekly company payroll run,VALID
TXN-102932,2029-01-11,Legal ,Contract Drafting,-276.84,IP Protection Bureau,Settled,Credit Card,Monthly recurring revenue billing,VALID
TXN-102933,2029-01-12,Revenue,SaaS Subscriptions,"$1,343.02",Stark Industries Inc.,Settled,PayPal,New employee onboarding equipment,VALID
TXN-102934,2029-01-13, Revenue,Enterprise License,2257.92,Initech Inc.,Reversed,Check,Annual team offsite travel reimbursement,VALID
TXN-102935,2029-01-14,Opex,Marketing Campaigns,$-719.10,AWS Cloud Services,Settled,Wire Transfer,New employee onboarding equipment,VALID
TXN-102936,2029-01-15,Payroll,Bonuses & Incentives,"$-13,859.13",Internal Payroll Processing,Settled,ACH Transfer,Contract negotiation retainer fee,VALID
TXN-102937,2029-01-16, Payroll,Bonuses & Incentives,"$-11,439.68",Internal Payroll Processing,Failed,Wire Transfer,Bi-weekly company payroll run,VALID
TXN-102938,01/17/2029, Legal,Regulatory Compliance,-974.95,Preston & Gates LLP,PENDING,Credit Card,New employee onboarding equipment,VALID
TXN-102939,2029-01-18,Payroll,Bonuses & Incentives,-17285.07,Internal Payroll Processing,PENDING,PayPal,Q1 infrastructure compute charge,VALID
TXN-102940,2029-01-19,Legal,Retainer Fees,"$-1,362.60",Preston & Gates LLP,Processing,,Annual team offsite travel reimbursement,VALID
TXN-102941,2029-01-20,Opex,Travel & Entertainment,-1623.85,Deel Payroll,Reversed,Check,,VALID
TXN-102942,2029-01-21, Payroll,Health Insurance Premiums,"$-13,954.57",Internal Payroll Processing,PENDING,,Q1 infrastructure compute charge,VALID
TXN-102943,2029-01-22, Opex,Office Supplies,-1012.44,Zoom Video,PENDING,,Patent filing expense itemized,VALID
TXN-102944,2029-01-23,Revenue,Enterprise License,126.64,Stark Industries Inc.,Cleared,,Contract negotiation retainer fee,VALID
TXN-102945,2029-01-24,Opex,Cloud Infrastructure,"$-2,468.25",Google Suite,Failed,ACH Transfer,Contract negotiation retainer fee,VALID
txn_102946,2029-01-25,Opex,Travel & Entertainment,"$-2,242.95",OpenAI API,settled,Wire Transfer,Q1 infrastructure compute charge,VALID
TXN-102947,26/01/2029, Payroll,Contractor Fees,"$-8,586.94",Internal Payroll Processing,settled,Credit Card,Contract negotiation retainer fee,VALID
TXN-102948,2029-01-27,Payroll,Health Insurance Premiums,-9797.48,Internal Payroll Processing,Processing,Check,Quarterly marketing spend optimization,VALID
TXN-102949,01/28/2029,Opex,Marketing Campaigns,"$-2,201.96",Deel Payroll,Failed,ACH Transfer,Monthly recurring revenue billing,VALID
TXN-102950,2029-01-29,Payroll ,Bonuses & Incentives,"$-12,245.99",Internal Payroll Processing,Failed,,Annual team offsite travel reimbursement,VALID
TXN-102951,30/01/2029, Revenue,Enterprise License,4481.91,Umbrella Corp Inc.,Settled,PayPal,Annual team offsite travel reimbursement,VALID
txn_102952,2029-01-31,Payroll ,Contractor Fees,-14113.52,Internal Payroll Processing,PENDING,Wire Transfer,Monthly recurring revenue billing,VALID
TXN-102953,01/02/2029, Legal,Retainer Fees,-3980.08,IP Protection Bureau,Cleared,Credit Card,Monthly recurring revenue billing,VALID
TXN-102954,2029-02-02,Legal,IP Filing Fees,-1966.14,Kramer Legal Group,settled,Check,Patent filing expense itemized,VALID
TXN-102955,2029-02-03,Legal,Regulatory Compliance,"$-7,409.06",Preston & Gates LLP,Reversed,ACH Transfer,,VALID
TXN-102956,2029-02-04,Legal,Contract Drafting,"$-2,723.74",Kramer Legal Group,Settled,,Q1 infrastructure compute charge,VALID
TXN-102957,2029-02-05,Revenue,Ad-hoc Consulting,"$4,944.16",Acme Corp Inc.,Settled,PayPal,Contract negotiation retainer fee,VALID
TXN-102958,06/02/2029,Opex ,Software Licenses,"$-2,053.67",Google Suite,Failed,Credit Card,Annual team offsite travel reimbursement,VALID
TXN-102959,2029-02-07,Opex,Office Supplies,$-299.28,Deel Payroll,Processing,Credit Card,Bi-weekly company payroll run,VALID
TXN-102960,08/02/2029, Opex,Marketing Campaigns,$-345.32,AWS Cloud Services,PENDING,Credit Card,Monthly recurring revenue billing,VALID
TXN-102961,02/09/2029, Revenue,Ad-hoc Consulting,"$11,155.02",Vehement Capital Inc.,Cleared,ACH Transfer,New employee onboarding equipment,ERR_$$__CRITICAL!
   ,02/10/2029,Payroll,Health Insurance Premiums,"$-9,416.74",Internal Payroll Processing,PENDING,Wire Transfer,Bi-weekly company payroll run,VALID
txn_102963,2029-02-11,Payroll,Contractor Fees,"$-13,068.01",Internal Payroll Processing,PENDING,PayPal,Contract negotiation retainer fee,VALID
TXN-102964,02/12/2029,Payroll,Health Insurance Premiums,-12653.99,Internal Payroll Processing,Failed,Credit Card,Contract negotiation retainer fee,VALID
TXN-102965,2029-02-13,Payroll ,Contractor Fees,"$-13,624.22",Internal Payroll Processing,settled,PayPal,Patent filing expense itemized,VALID
TXN-102966,2029-02-14,Payroll,Full-Time Salaries,-16325.15,Internal Payroll Processing,Reversed,ACH Transfer,Contract negotiation retainer fee,VALID
TXN-102967,2029-02-15,Payroll ,Contractor Fees,-14352.38,Internal Payroll Processing,PENDING,,Annual team offsite travel reimbursement,VALID
TXN-102968,16/02/2029,Legal,Contract Drafting,-2466.59,Kramer Legal Group,Processing,Check,Annual team offsite travel reimbursement,VALID
TXN-102969,2029-02-17,Payroll,Health Insurance Premiums,"$-17,593.88",Internal Payroll Processing,Settled,Check,Monthly recurring revenue billing,VALID
TXN-102970,NULL,Opex,Software Licenses,-275.25,Slack Technologies,Processing,PayPal,Annual team offsite travel reimbursement,VALID
TXN-102971,2029-02-19,Payroll,Health Insurance Premiums,"$-15,329.79",Internal Payroll Processing,Settled,Check,Patent filing expense itemized,VALID
TXN-102972,2029-02-20,Payroll,Health Insurance Premiums,"$-17,427.92",Internal Payroll Processing,Settled,PayPal,Quarterly marketing spend optimization,VALID
TXN-102973,2029-02-21,Opex,Marketing Campaigns,$-494.00,Google Suite,PENDING,Check,Q1 infrastructure compute charge,VALID
   ,2029-02-22,Revenue,Ad-hoc Consulting,"$1,229.83",Hooli Inc.,Cleared,,Patent filing expense itemized,VALID
TXN-102975,2029-02-23,Payroll,Health Insurance Premiums,"$-11,345.86",Internal Payroll Processing,Settled,Check,Quarterly marketing spend optimization,VALID
TXN-102976,02/24/2029,Payroll,Bonuses & Incentives,-8731.1,Internal Payroll Processing,PENDING,PayPal,Contract negotiation retainer fee,VALID
TXN-102977,02/25/2029,Legal,IP Filing Fees,$-824.88,Kramer Legal Group,Processing,,New employee onboarding equipment,VALID
TXN-102978,2029-02-26,Opex,Marketing Campaigns,$-382.94,Google Suite,Processing,Check,New employee onboarding equipment,VALID
TXN-102979,2029-02-27,Legal,Regulatory Compliance,"$-4,232.92",IP Protection Bureau,PENDING,Wire Transfer,Contract negotiation retainer fee,VALID
TXN-102980,NULL,Opex,Travel & Entertainment,-1081.05,Google Suite,Reversed,,New employee onboarding equipment,VALID
   ,2029-03-01,Revenue,Ad-hoc Consulting,"$1,140.78",Umbrella Corp Inc.,Processing,Check,,VALID
TXN-102982,03/02/2029,Payroll,Contractor Fees,"$-11,529.77",Internal Payroll Processing,Cleared,,Annual team offsite travel reimbursement,VALID
TXN-102983,2029-03-03,Legal,Contract Drafting,"$-2,258.07",Kramer Legal Group,Cleared,Check,Monthly recurring revenue billing,VALID
txn_102984,2029-03-04, Legal,Contract Drafting,-1119.53,Kramer Legal Group,Reversed,,Quarterly marketing spend optimization,VALID
TXN-102985,05/03/2029,Payroll ,Contractor Fees,"$-15,467.66",Internal Payroll Processing,Failed,Credit Card,Monthly recurring revenue billing,VALID
TXN-102986,03/06/2029,Opex,Cloud Infrastructure,-1636.06,OpenAI API,Processing,Check,Bi-weekly company payroll run,VALID
TXN-102987,NULL,Opex,Cloud Infrastructure,-2406.23,AWS Cloud Services,Settled,Credit Card,Contract negotiation retainer fee,VALID
TXN-102988,03/08/2029,Legal,Regulatory Compliance,-1186.85,Kramer Legal Group,Settled,PayPal,Monthly recurring revenue billing,VALID
TXN-102989,03/09/2029, Opex,Marketing Campaigns,$-496.07,Deel Payroll,Failed,Credit Card,Patent filing expense itemized,VALID
TXN-102990,2029-03-10,Payroll ,Bonuses & Incentives,-8724.2,Internal Payroll Processing,Failed,ACH Transfer,Annual team offsite travel reimbursement,VALID
TXN-102991,11/03/2029,Legal,IP Filing Fees,-4403.91,IP Protection Bureau,settled,ACH Transfer,Quarterly marketing spend optimization,VALID
TXN-102992,NULL,Payroll ,Full-Time Salaries,-12515.52,Internal Payroll Processing,Settled,ACH Transfer,Bi-weekly company payroll run,VALID
TXN-102993,03/13/2029,Legal,Retainer Fees,"$-3,144.00",IP Protection Bureau,Reversed,Wire Transfer,Monthly recurring revenue billing,VALID
TXN-102994,14/03/2029,Revenue,Enterprise License,2061.6,Initech Inc.,PENDING,Check,Patent filing expense itemized,VALID
TXN-102995,2029-03-15,Opex,Travel & Entertainment,$-491.06,Google Suite,PENDING,PayPal,Bi-weekly company payroll run,VALID
TXN-102996,16/03/2029,Payroll,Full-Time Salaries,"$-13,791.68",Internal Payroll Processing,Failed,,,VALID
TXN-102997,2029-03-17,Payroll,Contractor Fees,-9154.96,Internal Payroll Processing,Processing,Wire Transfer,Quarterly marketing spend optimization,VALID
TXN-102998,18/03/2029,Legal,Retainer Fees,-2873.27,Kramer Legal Group,Failed,PayPal,Annual team offsite travel reimbursement,VALID
txn_102999,2029-03-19,Revenue,SaaS Subscriptions,1636.94,Acme Corp Inc.,Reversed,Credit Card,Annual team offsite travel reimbursement,VALID
TXN-103000,2029-03-20,Legal,Regulatory Compliance,$-460.75,IP Protection Bureau,Processing,,Q1 infrastructure compute charge,VALID
TXN-103001,2029-03-21,Opex,Office Supplies,"$-1,646.93",Slack Technologies,Processing,Wire Transfer,Bi-weekly company payroll run,VALID
TXN-103002,NULL,Legal,Regulatory Compliance,-3141.01,IP Protection Bureau,settled,Credit Card,Monthly recurring revenue billing,VALID
   ,03/23/2029,Opex,Software Licenses,"$-2,166.00",OpenAI API,Cleared,Credit Card,Q1 infrastructure compute charge,VALID
TXN-103004,2029-03-24,Payroll,Bonuses & Incentives,-13876.89,Internal Payroll Processing,PENDING,Wire Transfer,New employee onboarding equipment,VALID
TXN-103005,2029-03-25, Legal,Retainer Fees,-699.65,Preston & Gates LLP,Processing,PayPal,,VALID
TXN-103006,26/03/2029, Revenue,Professional Services,2931.22,Wayne Enterprises Inc.,Failed,,Quarterly marketing spend optimization,VALID
   ,2029-03-27,Payroll,Bonuses & Incentives,-16304.2,Internal Payroll Processing,settled,,Annual team offsite travel reimbursement,VALID
TXN-103008,2029-03-28,Revenue,Ad-hoc Consulting,$258.22,Vehement Capital Inc.,Cleared,Check,Bi-weekly company payroll run,VALID
TXN-103009,29/03/2029,Revenue ,Enterprise License,"$1,602.66",Acme Corp Inc.,Settled,,Annual team offsite travel reimbursement,VALID
TXN-103010,2029-03-30,Legal,Contract Drafting,-2564.84,Kramer Legal Group,settled,Wire Transfer,Annual team offsite travel reimbursement,VALID
TXN-103011,2029-03-31,Payroll,Health Insurance Premiums,"$-7,305.59",Internal Payroll Processing,Failed,ACH Transfer,Annual team offsite travel reimbursement,VALID
TXN-103012,2029-04-01,Legal,Regulatory Compliance,-1988.91,IP Protection Bureau,Cleared,Check,Annual team offsite travel reimbursement,VALID
TXN-103013,2029-04-02, Payroll,Contractor Fees,"$-11,209.66",Internal Payroll Processing,Settled,Wire Transfer,New employee onboarding equipment,VALID
TXN-103014,2029-04-03,Revenue,SaaS Subscriptions,2050.62,Stark Industries Inc.,Reversed,Wire Transfer,Patent filing expense itemized,VALID
TXN-103015,2029-04-04,Payroll,Bonuses & Incentives,-14012.22,Internal Payroll Processing,PENDING,Check,Q1 infrastructure compute charge,VALID
TXN-103016,2029-04-05, Legal,Retainer Fees,-1349.84,Preston & Gates LLP,Processing,,Q1 infrastructure compute charge,VALID
txn_103017,06/04/2029,Payroll,Health Insurance Premiums,-10592.55,Internal Payroll Processing,Failed,Check,Quarterly marketing spend optimization,VALID
TXN-103018,2029-04-07,Legal,Retainer Fees,-3444.82,Preston & Gates LLP,settled,,Contract negotiation retainer fee,VALID
TXN-103019,2029-04-08,Legal,Regulatory Compliance,$-891.32,Preston & Gates LLP,Reversed,Credit Card,Annual team offsite travel reimbursement,VALID
TXN-103020,2029-04-09,Legal,Contract Drafting,"$-2,049.53",Kramer Legal Group,PENDING,ACH Transfer,Contract negotiation retainer fee,VALID
TXN-103021,04/10/2029,Opex,Travel & Entertainment,-169.59,Ironclad Legal,Processing,Check,Monthly recurring revenue billing,VALID
TXN-103022,2029-04-11,Legal ,Retainer Fees,-3853.7,Kramer Legal Group,Settled,PayPal,Bi-weekly company payroll run,VALID
TXN-103023,2029-04-12,Opex,Marketing Campaigns,"$-2,948.14",Slack Technologies,Failed,Wire Transfer,Quarterly marketing spend optimization,VALID
TXN-103024,2029-04-13,Payroll,Health Insurance Premiums,"$-13,837.41",Internal Payroll Processing,Settled,Wire Transfer,Quarterly marketing spend optimization,VALID
TXN-103025,2029-04-14,Opex,Software Licenses,-9086.22,Slack Technologies,Reversed,PayPal,Annual team offsite travel reimbursement,VALID
TXN-103026,NULL,Legal,IP Filing Fees,-654.14,IP Protection Bureau,PENDING,Credit Card,Bi-weekly company payroll run,VALID
TXN-103027,04/16/2029,Payroll ,Bonuses & Incentives,-11267.76,Internal Payroll Processing,Settled,,Quarterly marketing spend optimization,VALID
TXN-103028,17/04/2029, Revenue,Ad-hoc Consulting,$213.41,Initech Inc.,Reversed,Credit Card,New employee onboarding equipment,VALID
TXN-103029,18/04/2029,Payroll,Contractor Fees,"$-15,644.39",Internal Payroll Processing,Processing,Check,Bi-weekly company payroll run,VALID
TXN-103030,04/19/2029,Revenue ,SaaS Subscriptions,4275.64,Vehement Capital Inc.,PENDING,PayPal,Monthly recurring revenue billing,VALID
TXN-103031,2029-04-20,Opex,Cloud Infrastructure,$-582.65,Deel Payroll,PENDING,ACH Transfer,Contract negotiation retainer fee,VALID
TXN-103032,21/04/2029,Payroll,Health Insurance Premiums,-10207.29,Internal Payroll Processing,PENDING,Credit Card,Quarterly marketing spend optimization,VALID
TXN-103033,2029-04-22,Revenue,Ad-hoc Consulting,"$5,411.53",Hooli Inc.,Failed,Credit Card,New employee onboarding equipment,VALID
TXN-103034,2029-04-23,Legal,Contract Drafting,"$-3,367.99",Preston & Gates LLP,Failed,Wire Transfer,Annual team offsite travel reimbursement,VALID
TXN-103035,2029-04-24,Payroll,Full-Time Salaries,-15986.8,Internal Payroll Processing,settled,Wire Transfer,Bi-weekly company payroll run,VALID
TXN-103036,NULL, Payroll,Health Insurance Premiums,-13160.43,Internal Payroll Processing,Cleared,PayPal,Bi-weekly company payroll run,VALID
TXN-103037,2029-04-26, Legal,IP Filing Fees,"$-5,382.89",Preston & Gates LLP,Processing,Check,Monthly recurring revenue billing,VALID
TXN-103038,2029-04-27,Opex,Marketing Campaigns,-1263.09,OpenAI API,Processing,Check,Bi-weekly company payroll run,VALID
TXN-103039,2029-04-28,Payroll,Bonuses & Incentives,"$-14,900.28",Internal Payroll Processing,Failed,PayPal,Contract negotiation retainer fee,VALID
